,Date,GA,GF,Opponent,Season,TOI,Team,Venue,away_rating,game_id,home_prob,home_rating,if_home_win
1355,2008-10-14,3,6,ANA,2008,60.0,L.A,L.A,1504.562312049823,2008020042,0.49524317613338154,1467.756832551005,1
1356,2008-10-14,2,5,CBJ,2008,60.0,S.J,S.J,1470.6237223883852,2008020043,0.6436764435317975,1539.8529548857587,1
1357,2008-10-15,3,1,BUF,2008,60.0,NYR,NYR,1520.3272109542477,2008020044,0.5770240552216169,1540.778510725936,0
1358,2008-10-15,3,3,BOS,2008,65.0,MTL,MTL,1495.9789823227638,2008020045,0.6044889163300253,1536.1708557989978,1
1359,2008-10-15,1,4,ARI,2008,60.0,CHI,CHI,1496.4489734637941,2008020046,0.5436815578795372,1493.3796056560725,1
1360,2008-10-15,4,6,NSH,2008,60.0,DAL,DAL,1501.7200449103948,2008020047,0.575524371178988,1521.104428365609,1
1361,2008-10-15,3,2,EDM,2008,60.0,ANA,ANA,1499.887433375236,2008020048,0.5432075747633026,1496.4862028679572,0
1362,2008-10-16,1,0,N.J,2008,60.0,WPG,WPG,1499.1458161727708,2008020049,0.48691576132844316,1456.5518797357918,0
1363,2008-10-16,4,3,WSH,2008,60.0,PIT,PIT,1522.8131229258188,2008020050,0.5724987199254816,1540.047963115273,0
1364,2008-10-16,4,3,NYI,2008,60.85,T.B,T.B,1450.2365023755628,2008020051,0.5440261787415767,1447.408458096396,0
1365,2008-10-16,6,2,MIN,2008,60.0,FLA,FLA,1511.890147128514,2008020052,0.517294558571949,1490.4124333426182,0
1366,2008-10-16,4,3,VAN,2008,60.45,DET,DET,1498.3232611911055,2008020053,0.6570562958548178,1577.7751598524521,0
1367,2008-10-16,1,6,DAL,2008,60.0,STL,STL,1526.1981359114611,2008020054,0.4716889761427817,1473.0045573461182,1
1368,2008-10-16,2,5,PHI,2008,60.0,COL,COL,1496.2692139633825,2008020055,0.544501660370124,1493.7741780319395,1
1369,2008-10-17,3,6,ARI,2008,60.0,OTT,OTT,1489.1478783898667,2008020056,0.5420825151920955,1484.9591474864021,1
1370,2008-10-17,0,0,TOR,2008,65.0,NYR,NYR,1469.8074670113565,2008020057,0.6368051512566588,1533.8542220632767,1
1371,2008-10-17,3,5,NSH,2008,60.0,CBJ,CBJ,1496.6263373645427,2008020058,0.5025849282462939,1464.922545484894,1
1372,2008-10-17,2,5,VAN,2008,60.0,BUF,BUF,1503.5797115579442,2008020059,0.5815421453855336,1527.251499616907,1
1373,2008-10-17,4,3,EDM,2008,60.0,CGY,CGY,1504.2330939733424,2008020060,0.5293434995753421,1491.1465031579103,0
1374,2008-10-17,0,4,S.J,2008,60.0,ANA,ANA,1545.5541317892498,2008020061,0.47137338139176277,1492.1405422698508,1
1375,2008-10-17,3,4,CAR,2008,63.35,L.A,L.A,1507.8423216185638,2008020062,0.5021451616220235,1475.8329417328707,1
1376,2008-10-18,5,4,COL,2008,60.0,DAL,DAL,1501.0621514660174,2008020063,0.5657537132976915,1513.518671338888,0
1377,2008-10-18,1,4,ARI,2008,60.0,MTL,MTL,1481.8211986329402,2008020064,0.6269989769142508,1538.5439223010176,1
1378,2008-10-18,4,2,BOS,2008,60.0,OTT,OTT,1493.605915820744,2008020065,0.5461786398883931,1492.2858272433286,0
1379,2008-10-18,1,4,TOR,2008,60.0,PIT,PIT,1467.6282979188964,2008020066,0.6418397304553488,1535.4679733558692,1
1380,2008-10-18,3,3,N.J,2008,65.0,WSH,WSH,1503.0411422633983,2008020067,0.582494666893711,1527.3931126852226,0
1381,2008-10-18,2,2,BUF,2008,65.0,WPG,WPG,1533.9468252907386,2008020068,0.43165476765427907,1452.6565536451642,1
1382,2008-10-18,0,2,NYI,2008,60.0,FLA,FLA,1454.5887118054954,2008020069,0.584069956455756,1480.0665421711792,1
1383,2008-10-18,4,5,NYR,2008,60.38,DET,DET,1536.0333911557368,2008020070,0.5993765028967992,1572.5187094856135,1
1384,2008-10-18,0,0,MIN,2008,65.0,T.B,T.B,1522.236038299953,2008020071,0.43463768708261574,1443.0562486664635,0
1385,2008-10-18,3,6,CBJ,2008,60.0,NSH,NSH,1470.8915263459385,2008020072,0.5760607033542899,1490.6573565034982,1
1386,2008-10-18,3,3,CHI,2008,65.0,STL,STL,1500.68070073,2008020073,0.5266032729262904,1485.6840219186915,1
1387,2008-10-18,2,3,CGY,2008,60.0,EDM,EDM,1486.9117551613076,2008020074,0.5785754763654133,1508.467841969945,1
1388,2008-10-18,4,5,PHI,2008,61.42,S.J,S.J,1488.9812405293046,2008020075,0.612454371939578,1534.9815994170851,1
1389,2008-10-19,2,4,VAN,2008,60.0,CHI,CHI,1496.8843858841128,2008020076,0.5494241510851025,1497.8403203675578,1
1390,2008-10-19,3,1,CAR,2008,60.0,ANA,ANA,1503.85948291154,2008020077,0.546426442475332,1502.7130746420155,0
1391,2008-10-20,1,1,PIT,2008,65.0,BOS,BOS,1541.1985376685836,2008020078,0.48915295997926517,1500.1600594994047,0
1392,2008-10-20,2,1,DAL,2008,60.0,NYR,NYR,1508.9926416325065,2008020079,0.5817718283534883,1532.8284031789112,0
1393,2008-10-20,1,3,FLA,2008,60.0,MTL,MTL,1485.05770269371,2008020080,0.6306689290579741,1544.5119386703896,1
1394,2008-10-20,4,3,COL,2008,60.0,L.A,L.A,1505.588181172399,2008020081,0.5111190758291718,1479.8157804398945,0
1395,2008-10-21,2,2,BOS,2008,65.0,BUF,BUF,1497.2251417395291,2008020082,0.5949817380699186,1530.5367538966643,1
1396,2008-10-21,2,2,ANA,2008,65.0,TOR,TOR,1496.1559573323116,2008020083,0.4989088300766883,1461.8977336061819,0
1397,2008-10-21,2,4,VAN,2008,60.0,CBJ,CBJ,1491.477475697134,2008020084,0.5088223340372453,1464.108497599607,1
1398,2008-10-21,2,3,WPG,2008,61.68,T.B,T.B,1456.0666250392385,2008020085,0.5257112766115694,1440.4484225439678,1
1399,2008-10-21,1,2,WSH,2008,60.0,CGY,CGY,1523.8981446838604,2008020086,0.4901321345052385,1483.540358972231,1
1400,2008-10-22,3,1,FLA,2008,60.0,OTT,OTT,1480.6257298424057,2008020087,0.5553308979292294,1485.731683564668,0
1401,2008-10-22,0,5,DAL,2008,60.0,N.J,N.J,1513.6468162593344,2008020088,0.5379043836833971,1506.5361102647605,1
1402,2008-10-22,6,6,S.J,2008,65.0,PHI,PHI,1538.0819644415685,2008020089,0.4731129307463934,1485.8808755048212,0
1403,2008-10-22,4,3,DET,2008,60.0,STL,STL,1575.723697462439,2008020090,0.42333004173117866,1488.5244022811337,0
1404,2008-10-22,0,3,EDM,2008,60.0,CHI,CHI,1511.8392381590218,2008020091,0.5357841980647962,1503.2472305545366,1
1405,2008-10-23,4,2,TOR,2008,60.0,BOS,BOS,1458.9042806257216,2008020092,0.5985543742327527,1494.7950321679486,0
1406,2008-10-23,5,3,DAL,2008,60.0,NYI,NYI,1502.5565214677358,2008020093,0.47202553510335005,1449.5975512829646,0
1407,2008-10-23,1,4,CAR,2008,60.0,PIT,PIT,1510.416600221244,2008020094,0.5955437597921981,1544.1334554284592,1
1408,2008-10-23,5,3,CGY,2008,60.0,NSH,NSH,1487.619301896189,2008020095,0.5620229569515267,1497.4403852498297,0
1409,2008-10-23,4,3,BUF,2008,60.73,MIN,MIN,1532.9668634682448,2008020096,0.5364556332045539,1524.8438644224486,0
1410,2008-10-23,1,4,EDM,2008,60.0,COL,COL,1504.4117853280586,2008020097,0.5555574647783453,1509.6771337790324,1
1411,2008-10-23,1,2,WSH,2008,60.0,ARI,ARI,1519.8192017599024,2008020098,0.48494274141100596,1475.8531822635682,1
1412,2008-10-24,4,3,ANA,2008,60.0,OTT,OTT,1499.1494103127718,2008020099,0.5193008942131679,1479.0677127895171,0
1413,2008-10-24,6,3,PHI,2008,60.0,N.J,N.J,1483.042197920343,2008020100,0.5967458255811233,1517.626405056359,0
1414,2008-10-24,3,1,NYR,2008,60.0,CBJ,CBJ,1528.1742285520834,2008020101,0.4645542733602644,1470.00262959116,0
1415,2008-10-24,3,4,S.J,2008,60.0,FLA,FLA,1540.9206420260468,2008020102,0.4710616234058282,1487.2897006175565,1
1416,2008-10-24,3,5,WPG,2008,60.0,DET,DET,1452.272315252131,2008020103,0.7156488816911476,1579.1103377962886,1
1417,2008-10-24,4,0,L.A,2008,60.0,STL,STL,1475.726827833261,2008020104,0.5614417023414624,1485.1377619472842,0
1418,2008-10-25,4,5,WPG,2008,60.0,BOS,BOS,1448.8601018324248,2008020105,0.602505942658244,1487.6123796771556,1
1419,2008-10-25,2,3,OTT,2008,60.0,TOR,TOR,1474.9133056358119,2008020106,0.5354486312420604,1466.0869331165147,1
1420,2008-10-25,6,4,ANA,2008,60.0,MTL,MTL,1503.303817466477,2008020107,0.6119620204136123,1548.943911521694,0
1421,2008-10-25,4,3,CAR,2008,60.0,NYI,NYI,1503.945300377919,2008020108,0.4619199683190289,1443.9332448617245,0
1422,2008-10-25,2,2,PIT,2008,65.0,NYR,NYR,1550.6047552717841,2008020109,0.5239345139796189,1533.7488798324066,1
1423,2008-10-25,2,3,N.J,2008,63.73,PHI,PHI,1508.078471847061,2008020110,0.5258976649625461,1492.590131129641,1
1424,2008-10-25,3,0,S.J,2008,60.0,T.B,T.B,1536.6891350132935,2008020111,0.4159739936405342,1444.2427323310753,0
1425,2008-10-25,4,5,L.A,2008,60.0,NSH,NSH,1486.9556618800902,2008020112,0.5533890074172638,1490.6961097664114,1
1426,2008-10-25,1,2,CBJ,2008,60.0,MIN,MIN,1464.4279783108368,2008020113,0.6261929051184243,1520.5522193568122,1
1427,2008-10-25,6,5,WSH,2008,62.28,DAL,DAL,1515.6987436911904,2008020114,0.5373789214124244,1508.220827888976,0
1428,2008-10-25,5,5,DET,2008,65.0,CHI,CHI,1582.5225512159948,2008020115,0.44503599925183607,1510.6746833855,0
1429,2008-10-25,0,4,FLA,2008,60.0,STL,STL,1491.5212076303098,2008020116,0.522848343580879,1473.908927900455,1
1430,2008-10-25,1,1,BUF,2008,65.0,COL,COL,1537.2585085338812,2008020117,0.5187424680924191,1516.7882143425788,1
1431,2008-10-25,3,6,EDM,2008,60.0,VAN,VAN,1497.3007047645121,2008020118,0.5313067287101503,1485.583343705581,1
1432,2008-10-25,4,1,CGY,2008,60.0,ARI,ARI,1494.3635773796072,2008020119,0.5274738908409494,1479.9736403322802,0
1433,2008-10-27,5,2,OTT,2008,60.0,BUF,BUF,1471.1968946857482,2008020120,0.6356424776612652,1534.3709633424357,0
1434,2008-10-27,4,2,NYR,2008,60.0,NYI,NYI,1536.605272748529,2008020121,0.4105012140836488,1440.2378851151723,0
1435,2008-10-27,3,2,ANA,2008,60.0,CBJ,CBJ,1510.6473617114405,2008020122,0.4774071178750796,1461.4375215517841,0
1436,2008-10-27,2,3,CHI,2008,60.0,MIN,MIN,1508.004467389989,2008020123,0.5701067301618118,1523.5426761158649,1
1437,2008-10-27,1,0,BOS,2008,63.3,EDM,EDM,1490.7923321358896,2008020124,0.5466485553478887,1489.8016124238745,0
1438,2008-10-27,3,3,DET,2008,65.0,L.A,L.A,1585.1927672115057,2008020125,0.40294144656610326,1483.3827739394283,0
1439,2008-10-28,3,3,NSH,2008,65.0,WSH,WSH,1494.2689977070734,2008020126,0.5844208456803414,1519.9977750624898,1
1440,2008-10-28,7,0,PHI,2008,60.0,WPG,WPG,1496.3829498099406,2008020127,0.475263391556219,1445.6801493736907,0
1441,2008-10-28,3,2,T.B,2008,60.0,TOR,TOR,1437.5871484328268,2008020128,0.5934612886542188,1469.8033440665783,0
1442,2008-10-28,2,2,CAR,2008,65.0,MTL,MTL,1507.6406601244712,2008020129,0.5958804453037597,1541.6003672767306,1
1443,2008-10-28,0,3,COL,2008,60.0,CGY,CGY,1519.6757595340243,2008020130,0.5239105006408136,1502.8031596330625,1
1444,2008-10-28,1,0,BOS,2008,60.0,VAN,VAN,1495.1655205786728,2008020131,0.5450897474710185,1493.0824360462186,0
1445,2008-10-28,1,2,PIT,2008,60.0,S.J,S.J,1547.7483623556618,2008020132,0.5417754061261726,1543.344718911542,1
1446,2008-10-29,5,5,TOR,2008,65.0,N.J,N.J,1465.0556537573445,2008020133,0.6031643578438959,1504.2856531667614,0
1447,2008-10-29,2,4,MIN,2008,60.0,DAL,DAL,1526.9818222745703,2008020134,0.5150198103640847,1503.9217965176765,1
1448,2008-10-29,4,5,DET,2008,61.65,ANA,ANA,1587.6104158909022,2008020135,0.4431943074849622,1514.4666186544412,1
1449,2008-10-30,5,2,T.B,2008,60.0,BUF,BUF,1442.3348387420606,2008020136,0.6601806119269534,1524.2006836998555,0
1450,2008-10-30,2,3,WPG,2008,60.0,NYR,NYR,1430.4717208438917,2008020137,0.696809715206845,1541.5312873175328,1
1451,2008-10-30,2,3,NYI,2008,64.62,PHI,PHI,1435.3118705461684,2008020138,0.6529295939404819,1511.5913783397395,1
1452,2008-10-30,2,1,OTT,2008,60.0,FLA,FLA,1481.3671743283285,2008020139,0.5489325529494004,1481.9781745019275,0
1453,2008-10-30,1,3,EDM,2008,60.0,NSH,NSH,1485.4284239810913,2008020140,0.5570944713341195,1491.7755227811554,1
1454,2008-10-30,2,1,MTL,2008,60.0,MIN,MIN,1544.025084604908,2008020141,0.5153030571239887,1521.1620599989392,0
1455,2008-10-30,1,0,CAR,2008,60.0,STL,STL,1505.2159427962938,2008020142,0.5168830670829895,1483.4519610288373,0
1456,2008-10-30,4,2,CBJ,2008,60.0,COL,COL,1457.6182646087834,2008020143,0.623920804047629,1512.0583275442773,0
1457,2008-10-30,2,3,BOS,2008,60.0,CGY,CGY,1499.526238558441,2008020144,0.5635431621236002,1510.4205916228095,1
1458,2008-10-30,1,4,PIT,2008,60.0,ARI,ARI,1544.0825656046711,2008020145,0.44404010428228713,1471.534058078825,1
1459,2008-10-30,4,0,VAN,2008,60.0,L.A,L.A,1488.7217180664504,2008020146,0.536980090489087,1480.9651252600318,0
1460,2008-10-30,2,4,DET,2008,60.0,S.J,S.J,1583.155970350782,2008020147,0.49619295824186593,1547.0105156625327,1
1461,2008-10-31,2,5,DAL,2008,60.0,CHI,CHI,1509.7415587933076,2008020148,0.5406711120151665,1504.5653212312836,1
1462,2008-10-31,6,6,VAN,2008,65.0,ANA,ANA,1499.4613198762322,2008020149,0.5756303462716666,1518.9210641945615,0
1463,2008-11-01,3,1,EDM,2008,60.0,CAR,CAR,1480.1135576371007,2008020150,0.5893177694506473,1509.3510073329578,0
1464,2008-11-01,1,5,DAL,2008,60.0,BOS,BOS,1502.3922965855502,2008020151,0.5389816217521467,1496.03458385543,1
1465,2008-11-01,0,5,WSH,2008,60.0,BUF,BUF,1522.4912499884078,2008020152,0.5354098505634447,1513.6377939090244,1
1466,2008-11-01,2,5,NYR,2008,60.0,TOR,TOR,1543.956809595878,2008020153,0.44015882426836433,1468.674639904408,1
1467,2008-11-01,1,6,WPG,2008,60.0,N.J,N.J,1428.0461985655465,2008020154,0.6481411787266756,1500.666667019698,1
1468,2008-11-01,5,4,MTL,2008,60.0,NYI,NYI,1548.1475090618999,2008020155,0.3839831065478048,1432.5353072976923,0
1469,2008-11-01,3,3,CHI,2008,65.0,CBJ,CBJ,1511.914583439041,2008020156,0.48085578539106777,1465.105314257355,0
1470,2008-11-01,2,2,OTT,2008,65.0,T.B,T.B,1485.7586347519236,2008020157,0.5009197288458415,1452.8977285328917,1
1471,2008-11-01,2,2,FLA,2008,65.0,NSH,NSH,1477.5867140783323,2008020158,0.5756921199973843,1497.090389125146,1
1472,2008-11-01,6,3,PIT,2008,60.0,STL,STL,1535.1872072731878,2008020159,0.46785094916952036,1479.3168964921733,0
1473,2008-11-01,3,2,MIN,2008,60.0,ARI,ARI,1517.0396355419473,2008020160,0.49552415442943715,1480.4294164103082,0
1474,2008-11-01,3,2,CGY,2008,60.0,L.A,L.A,1513.9122463258207,2008020161,0.4853443266803019,1470.22552345025,0
1475,2008-11-02,5,4,EDM,2008,60.0,PHI,PHI,1487.1853708705085,2008020162,0.5864519329384885,1514.3679415882157,0
1476,2008-11-02,4,6,TOR,2008,60.0,CAR,CAR,1477.6320987161141,2008020163,0.5829077663811348,1502.27919409955,1
1477,2008-11-02,3,5,FLA,2008,60.0,WPG,WPG,1475.0408667983165,2008020164,0.4684687368849756,1419.6015868549869,1
1478,2008-11-02,5,3,S.J,2008,60.0,COL,COL,1553.0562001636304,2008020165,0.4784483251952202,1504.5712778957056,0
1479,2008-11-02,2,3,CGY,2008,60.0,ANA,ANA,1517.795000939263,2008020166,0.5447405313595188,1515.4672821169315,1
1480,2008-11-02,3,2,DET,2008,60.0,VAN,VAN,1577.1102858496843,2008020167,0.4417012883002996,1502.9151019538622,0
1481,2008-11-03,2,0,BUF,2008,60.0,N.J,N.J,1524.7879574955016,2008020168,0.5256273442956956,1509.1112787302577,0
1482,2008-11-03,3,4,CBJ,2008,63.22,NYI,NYI,1462.2201795450087,2008020169,0.5010696396647599,1429.4634424453097,1
1483,2008-11-03,2,6,COL,2008,60.0,CHI,CHI,1498.829897993363,2008020170,0.5707155511095672,1514.7997181513874,1
1484,2008-11-04,2,1,NYI,2008,60.0,NYR,NYR,1433.4548853279916,2008020171,0.6851148313072714,1534.9993507841718,0
1485,2008-11-04,5,4,CAR,2008,61.87,TOR,TOR,1507.2843009029764,2008020172,0.49833450464173357,1472.6269919126878,0
1486,2008-11-04,1,2,WSH,2008,64.33,OTT,OTT,1511.3410864019306,2008020173,0.507084388399448,1482.7641531249988,1
1487,2008-11-04,4,2,ARI,2008,60.0,CGY,CGY,1476.4652231748728,2008020174,0.6010373687327522,1514.152925190139,0
1488,2008-11-04,0,4,NSH,2008,60.0,VAN,VAN,1499.6362364051618,2008020175,0.5476982801776582,1499.3814916474598,1
1489,2008-11-04,1,0,ANA,2008,60.67,L.A,L.A,1519.1093578660555,2008020176,0.4723015357175342,1466.3427688368076,0
1490,2008-11-04,1,3,MIN,2008,60.0,S.J,S.J,1521.0038287773828,2008020177,0.6011837448720591,1558.797580065973,1
1491,2008-11-05,3,3,T.B,2008,65.0,N.J,N.J,1455.8922101598166,2008020178,0.613698600342015,1502.8037505987093,1
1492,2008-11-05,4,5,EDM,2008,60.0,CBJ,CBJ,1491.8769863340165,2008020179,0.499786651585402,1458.2287366623268,1
1493,2008-11-05,2,5,STL,2008,60.0,ANA,ANA,1471.831281305461,2008020180,0.6193396393333851,1522.8877701517958,1
1494,2008-11-06,2,5,TOR,2008,60.0,BOS,BOS,1468.6403158755538,2008020181,0.5995552405390296,1505.254951420387,1
1495,2008-11-06,2,5,T.B,2008,60.0,NYR,NYR,1453.5744017618688,2008020182,0.6524918389797569,1529.5184321337138,1
1496,2008-11-06,2,3,CAR,2008,60.0,WSH,WSH,1511.2709769401104,2008020183,0.5425333274044655,1507.3977615091262,1
1497,2008-11-06,3,4,NYI,2008,60.0,WPG,WPG,1438.9358039784497,2008020184,0.5295310100816523,1425.9799620123672,1
1498,2008-11-06,1,4,PHI,2008,60.0,OTT,OTT,1509.6763261247077,2008020185,0.5151509061078527,1486.7074780178032,1
1499,2008-11-06,4,5,EDM,2008,60.0,PIT,PIT,1487.8752795466996,2008020186,0.6244035351808975,1542.6728224599,1
1500,2008-11-06,3,1,MIN,2008,60.0,COL,COL,1516.2180337158475,2008020187,0.5108293430874208,1490.2442090155544,0
1501,2008-11-06,6,7,NSH,2008,60.0,CGY,CGY,1490.5902020087149,2008020188,0.5712520341154804,1506.940476765346,1
1502,2008-11-06,0,1,ARI,2008,60.0,VAN,VAN,1483.677671599666,2008020189,0.5830515755106873,1508.4275260439067,1
1503,2008-11-06,2,3,FLA,2008,60.0,L.A,L.A,1468.6624916409362,2008020190,0.5393528916990735,1462.5643565510672,1
1504,2008-11-06,4,4,STL,2008,65.0,S.J,S.J,1465.7407155347953,2008020191,0.6804996905805252,1563.5833751275084,1
1505,2008-11-07,1,2,OTT,2008,60.0,CAR,CAR,1494.4650635200776,2008020192,0.5667287937312263,1507.6112435593461,1
1506,2008-11-07,3,3,MTL,2008,65.0,CBJ,CBJ,1551.2193739142824,2008020193,0.42081711447510267,1462.2304434496436,1
1507,2008-11-07,5,4,WPG,2008,60.8,BUF,BUF,1429.743713931714,2008020194,0.684875484264513,1531.09548562705,0
1508,2008-11-07,5,2,DAL,2008,60.0,ANA,ANA,1493.171929020593,2008020195,0.5984377028619556,1528.9783359224616,0
1509,2008-11-08,1,3,BUF,2008,60.0,BOS,BOS,1525.6164817529339,2008020196,0.5280987228888078,1511.6620675717625,1
1510,2008-11-08,3,6,MTL,2008,60.0,TOR,TOR,1547.744276601133,2008020197,0.4257042073308985,1462.2331997241783,1
1511,2008-11-08,3,3,PIT,2008,65.0,NYI,NYI,1545.6775941784529,2008020198,0.3909598001376814,1435.172052059103,0
1512,2008-11-08,2,1,T.B,2008,60.0,PHI,PHI,1448.0142711855449,2008020199,0.6231970926935966,1501.9187406224332,0
1513,2008-11-08,1,3,NYR,2008,60.0,WSH,WSH,1535.0785627100377,2008020200,0.513637896391981,1511.0574948898904,1
1514,2008-11-08,1,3,N.J,2008,60.0,DET,DET,1505.121558996657,2008020201,0.6519412177162064,1580.6438961560866,1
1515,2008-11-08,1,3,CGY,2008,60.0,CBJ,CBJ,1510.3704604924221,2008020202,0.4839379174926841,1465.7055407627931,1
1516,2008-11-08,0,1,NSH,2008,60.0,COL,COL,1487.1602182816387,2008020203,0.5437149851443758,1484.1142568985053,1
1517,2008-11-08,1,4,FLA,2008,60.0,ARI,ARI,1464.9773147745288,2008020204,0.569862020916188,1480.3420842037515,1
1518,2008-11-08,0,2,MIN,2008,60.0,VAN,VAN,1522.3479858328965,2008020205,0.5329297844367352,1511.7631134398212,1
1519,2008-11-08,1,2,DAL,2008,60.0,S.J,S.J,1502.7469322663844,2008020206,0.6350815165136953,1565.5003769840253,1
1520,2008-11-08,3,5,STL,2008,60.0,L.A,L.A,1463.8237136782784,2008020207,0.551517929001,1466.2495334174746,1
1521,2008-11-09,5,2,WPG,2008,60.0,CAR,CAR,1435.2227178058301,2008020208,0.6523752248097343,1511.0774132094964,0
1522,2008-11-09,2,1,EDM,2008,60.0,N.J,N.J,1484.8705078281469,2008020209,0.5708629603924661,1500.9448536092516,0
